동,호,타입,대지비,건축비,부가가치세,분양가,1차계약금,1차계약금,중도금1회,중도금2회,중도금3회,중도금4회,중도금5회,중도금6회,잔금
104,1403,61A,0,0,0,"269,800,000","5,000,000","21,980,000",0,0,0,0,0,0,"242,820,000"
104,1503,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
104,1603,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
104,1703,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
104,1803,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
104,1903,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
104,2003,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
104,2103,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
104,2203,61A,0,0,0,"279,000,000","5,000,000","22,900,000",0,0,0,0,0,0,"251,100,000"
104,104,61C,0,0,0,"260,000,000","5,000,000","21,000,000",0,0,0,0,0,0,"234,000,000"
104,204,61C,0,0,0,"261,000,000","5,000,000","21,100,000",0,0,0,0,0,0,"234,900,000"
104,304,61C,0,0,0,"263,000,000","5,000,000","21,300,000",0,0,0,0,0,0,"236,700,000"
